date_time,wind_speed,wind_dir,temp,rh,pm_10,pm_2.5
2017/07/11 16h,5.6,203,30,75,27,5
2017/07/11 17h,4.9,207,29,76,26,3
2017/07/11 18h,5.2,206,28,78,26,2
2017/07/11 19h,5.3,214,28,77,24,2
2017/07/11 20h,5.2,204,28,80,22,5
2017/07/11 21h,5.4,199,28,84,17,5
2017/07/11 22h,5.1,201,27,87,19,3
2017/07/11 23h,5.6,201,27,89,18,2
2017/07/12 0h,4.5,205,27,88,17,1
2017/07/12 1h,4.3,204,27,88,22,2
2017/07/12 2h,4.2,199,27,88,25,4
2017/07/12 3h,4.9,202,27,90,25,5
2017/07/12 4h,5,201,26,93,18,5
2017/07/12 5h,4,206,26,94,16,6
2017/07/12 6h,4.1,207,27,94,21,1
2017/07/12 7h,2.6,205,28,89,25,3
2017/07/12 8h,1.9,173,29,82,33,11
2017/07/12 9h,3.1,194,29,79,41,12
2017/07/12 10h,3.5,188,30,76,0,2
2017/07/12 11h,4.2,200,30,79,38,11
2017/07/12 12h,4.3,199,29,82,32,7
2017/07/12 13h,4.1,203,30,81,28,3
2017/07/12 14h,5.5,201,30,81,30,3
2017/07/12 15h,6,205,29,81,33,6
2017/07/12 16h,4.7,205,29,83,38,7
2017/07/12 17h,4.8,205,28,86,36,6
2017/07/12 18h,5.1,200,28,86,34,4
2017/07/12 19h,4.7,201,28,86,31,3
2017/07/12 20h,5.3,202,28,87,28,2
2017/07/12 21h,5.6,202,28,88,24,1
2017/07/12 22h,4.1,204,27,89,23,4
2017/07/12 23h,4.5,205,27,91,21,3
2017/07/13 0h,5.1,202,27,91,18,1
2017/07/13 1h,4.2,204,27,92,19,1
2017/07/13 2h,4.3,200,27,92,18,1
2017/07/13 3h,4,207,27,93,21,1
2017/07/13 4h,3.9,213,27,93,21,2
2017/07/13 5h,3.8,218,27,93,26,4
2017/07/13 6h,2.6,194,27,91,31,6
2017/07/13 7h,2.5,211,28,89,35,8
2017/07/13 8h,2.3,189,28,87,38,8
2017/07/13 9h,3.3,181,29,86,40,11
2017/07/13 10h,4.1,190,29,84,40,14
2017/07/13 11h,2.6,189,29,85,46,14
2017/07/13 12h,4.2,196,29,84,45,11
2017/07/13 13h,4,199,29,84,39,7
2017/07/13 14h,4.9,196,29,84,35,8
2017/07/13 15h,4.3,192,29,86,30,6
2017/07/13 16h,4.3,199,29,83,28,5
2017/07/13 17h,3.6,196,29,80,30,6
2017/07/13 18h,3.6,199,29,75,25,2
2017/07/13 19h,4.4,196,28,76,20,1
2017/07/13 20h,4.5,196,28,79,19,2
2017/07/13 21h,4.2,194,28,84,19,4
2017/07/13 22h,4.6,200,27,89,18,1
2017/07/13 23h,4,200,27,90,19,1
2017/07/14 0h,4.4,196,27,91,22,1
2017/07/14 1h,3,210,27,92,19,1
2017/07/14 2h,2.4,202,27,91,18,6
2017/07/14 3h,3.3,198,27,92,23,4
2017/07/14 4h,2.7,212,27,92,28,1
2017/07/14 5h,2.2,211,27,93,29,4
2017/07/14 6h,3.1,190,27,90,30,5
2017/07/14 7h,2.6,204,28,88,28,3
2017/07/14 8h,3.2,199,28,86,27,7
2017/07/14 9h,2.9,178,29,84,31,11
2017/07/14 10h,3.3,178,29,82,33,11
2017/07/14 11h,3.3,203,29,81,34,11
2017/07/14 12h,3.4,192,29,81,32,11
2017/07/14 13h,3.8,198,30,79,32,6
2017/07/14 14h,4.8,199,30,79,27,4
2017/07/14 15h,4.1,193,29,80,19,3
2017/07/14 16h,4.4,201,29,80,19,3
2017/07/14 17h,4,192,28,84,23,3
2017/07/14 18h,3.1,195,28,84,21,3
2017/07/14 19h,3.1,199,27,88,24,3
2017/07/14 20h,2.4,187,27,91,25,7
2017/07/14 21h,2.7,177,27,91,21,3
2017/07/14 22h,3.6,194,27,91,17,1
2017/07/14 23h,3.2,196,27,93,18,1
2017/07/15 0h,2.8,198,27,94,21,1
2017/07/15 1h,3.6,197,27,90,19,13
2017/07/15 2h,2.7,212,27,90,19,14
2017/07/15 3h,1.2,43,27,88,18,4
2017/07/15 4h,2,130,26,93,24,3
2017/07/15 5h,2.3,54,26,94,24,5
2017/07/15 6h,1.9,49,26,93,20,7
2017/07/15 7h,1.5,61,28,86,18,2
2017/07/15 8h,2.3,52,29,81,20,1
2017/07/15 9h,2.3,44,29,80,29,7
2017/07/15 10h,2.2,109,29,79,38,11
2017/07/15 11h,2.8,139,30,78,35,7
2017/07/15 12h,2.9,129,30,77,29,5
2017/07/15 13h,3,139,30,75,29,4
2017/07/15 14h,2.6,124,30,74,32,10
2017/07/15 15h,3.1,133,31,74,34,13
2017/07/15 16h,2.7,132,30,73,33,14
2017/07/15 17h,2.6,134,30,76,37,18
2017/07/15 18h,2.3,171,29,76,39,16
2017/07/15 19h,1.8,146,29,78,27,7
2017/07/15 20h,2.1,126,29,82,15,2
2017/07/15 21h,1.4,39,28,85,13,2
2017/07/15 22h,1.3,38,28,88,13,3
2017/07/15 23h,1.9,51,27,91,17,3
2017/07/16 0h,2.5,53,27,91,23,7
2017/07/16 1h,3.6,51,27,90,26,4
2017/07/16 2h,2.3,61,27,90,27,3
2017/07/16 3h,3,45,26,91,22,3
2017/07/16 4h,2.8,47,26,91,25,4
2017/07/16 5h,3.4,43,26,89,28,8
2017/07/16 6h,3.1,50,27,85,32,4
2017/07/16 7h,3.1,57,27,84,33,2
2017/07/16 8h,3.6,41,28,81,26,2
2017/07/16 9h,3.4,47,29,79,27,5
2017/07/16 10h,4.6,48,29,76,29,7
2017/07/16 11h,4.9,53,30,77,29,4
2017/07/16 12h,4.7,50,30,81,33,7
2017/07/16 13h,4.2,51,29,83,37,10
2017/07/16 14h,4,50,29,83,35,8
2017/07/16 15h,3.9,49,29,85,35,8
2017/07/16 16h,3.8,50,29,85,34,6
2017/07/16 17h,4.6,48,29,86,26,3
2017/07/16 18h,3.2,49,28,88,21,2
2017/07/16 19h,3.8,49,28,89,22,1
2017/07/16 20h,3.3,43,28,88,23,1
2017/07/16 21h,3.4,44,28,87,24,1
2017/07/16 22h,3.1,64,27,87,24,1
2017/07/16 23h,3.9,48,27,87,26,1
2017/07/17 0h,2.7,80,27,89,29,1
2017/07/17 1h,2.2,49,27,89,25,1
2017/07/17 2h,2.9,41,27,89,24,1
2017/07/17 3h,1.5,53,27,87,22,1
2017/07/17 4h,0.9,41,26,91,18,1
2017/07/17 5h,1.8,57,27,88,19,1
2017/07/17 6h,2.1,45,27,87,25,1
2017/07/17 7h,2.2,50,28,83,31,1
2017/07/17 8h,2.7,44,29,80,29,1
2017/07/17 9h,1.9,54,29,77,25,1
2017/07/17 10h,2,53,30,74,31,1
2017/07/17 11h,1.8,63,31,74,38,1
2017/07/17 12h,1.6,67,31,70,35,2
2017/07/17 13h,1.5,167,31,71,30,1
2017/07/17 14h,2.5,178,30,75,35,5
2017/07/17 15h,3.1,184,29,82,35,8
2017/07/17 16h,2.1,180,29,84,31,8
2017/07/17 17h,1.5,189,29,84,28,8
2017/07/17 18h,2.3,206,29,75,23,3
2017/07/17 19h,4.3,202,29,77,22,1
2017/07/17 20h,4.1,202,29,82,32,2
2017/07/17 21h,3.8,202,29,81,43,9
2017/07/17 22h,3.5,196,29,79,39,11
2017/07/17 23h,3.1,198,29,76,40,11
2017/07/18 0h,2.4,183,29,77,42,11
2017/07/18 1h,2.7,191,28,85,34,12
2017/07/18 2h,2.1,184,28,81,32,9
2017/07/18 3h,1,167,29,74,34,8
2017/07/18 4h,0.7,269,29,69,32,6
2017/07/18 5h,0.8,22,28,71,30,1
2017/07/18 6h,0.9,236,29,73,33,7
2017/07/18 7h,0.9,246,30,69,33,8
2017/07/18 8h,1.1,51,30,74,35,9
2017/07/18 9h,1.7,159,30,78,41,13
2017/07/18 10h,2.4,188,31,70,40,11
2017/07/18 11h,2.2,189,31,69,39,14
2017/07/18 12h,2.4,168,31,68,36,15
2017/07/18 13h,2.2,168,31,65,26,9
2017/07/18 14h,2.3,187,32,64,26,9
2017/07/18 15h,2.2,200,32,63,29,12
2017/07/18 16h,2.7,185,31,69,28,11
2017/07/18 17h,2.8,186,30,76,24,8
2017/07/18 18h,2.9,193,29,76,23,7
2017/07/18 19h,3.6,195,29,75,24,6
2017/07/18 20h,3.7,203,29,75,24,11
2017/07/18 21h,3.8,200,29,75,31,15
2017/07/18 22h,3.6,199,29,79,34,12
2017/07/18 23h,3.7,194,29,80,34,11
2017/07/19 0h,3.5,197,28,83,42,13
2017/07/19 1h,3,197,28,86,48,18
2017/07/19 2h,3.6,197,28,86,45,17
2017/07/19 3h,3.2,196,28,86,43,15
2017/07/19 4h,2.3,201,28,87,44,18
2017/07/19 5h,2.2,215,28,86,45,16
2017/07/19 6h,2.8,203,28,82,47,12
2017/07/19 7h,2.7,214,29,77,50,11
2017/07/19 8h,3.4,200,29,75,47,11
2017/07/19 9h,2.4,195,30,74,51,17
2017/07/19 10h,3.4,152,31,73,0,2
2017/07/19 11h,3.6,183,31,72,90,25
2017/07/19 12h,3.9,187,31,69,83,21
2017/07/19 13h,3.7,191,31,69,40,12
2017/07/19 14h,4,185,31,76,38,11
2017/07/19 15h,4,182,30,79,44,15
2017/07/19 16h,3.3,174,30,82,47,16
2017/07/19 17h,3.5,198,29,85,49,14
2017/07/19 18h,3.9,196,29,89,45,15
2017/07/19 19h,4.1,193,29,82,40,16
2017/07/19 20h,4.1,205,30,74,39,10
2017/07/19 21h,3.4,196,29,74,35,6
2017/07/19 22h,3.5,195,29,77,35,9
2017/07/19 23h,3.4,184,29,77,41,10
2017/07/20 0h,4.1,192,28,79,45,9
2017/07/20 1h,3.3,186,28,83,45,16
2017/07/20 2h,2.6,182,28,84,44,22
2017/07/20 3h,2.3,179,28,82,51,19
2017/07/20 4h,2.4,211,28,80,56,16
2017/07/20 5h,2.8,210,28,81,54,13
2017/07/20 6h,0.8,185,28,78,55,18
2017/07/20 7h,1.2,220,30,70,59,22
2017/07/20 8h,1.8,196,31,69,68,25
2017/07/20 9h,2.2,204,31,66,73,27
2017/07/20 10h,2.4,149,31,67,70,24
2017/07/20 11h,4.4,175,31,63,61,21
2017/07/20 12h,4.1,174,31,72,53,22
2017/07/20 13h,3.7,183,31,73,51,19
2017/07/20 14h,4.4,180,31,77,52,19
2017/07/20 15h,3,190,31,75,48,19
2017/07/20 16h,3.6,186,31,76,42,15
2017/07/20 17h,3,166,30,79,46,17
2017/07/20 18h,3.8,191,30,79,55,21
2017/07/20 19h,4.6,195,30,76,55,20
2017/07/20 20h,4.3,198,29,76,46,11
2017/07/20 21h,4,197,29,78,31,11
2017/07/20 22h,3.8,203,29,80,28,11
2017/07/20 23h,3,203,28,80,32,4
2017/07/21 0h,1.2,241,29,75,42,5
2017/07/21 1h,1.5,270,28,80,50,8
2017/07/21 2h,1.2,9.8,28,87,49,12
2017/07/21 3h,0.7,3.6,27,89,44,15
2017/07/21 4h,0.5,223,27,89,48,15
2017/07/21 5h,1,36,27,89,47,16
2017/07/21 6h,1.9,41,27,91,43,16
2017/07/21 7h,1.4,54,29,82,48,17
2017/07/21 8h,1.8,46,29,79,54,16
2017/07/21 9h,1.7,52,30,74,62,17
2017/07/21 10h,1.9,44,31,71,64,23
2017/07/21 11h,1.5,66,32,70,67,27
2017/07/21 12h,2.5,134,32,68,70,27
2017/07/21 13h,3.2,134,31,72,68,27
2017/07/21 14h,2.4,144,31,71,57,25
2017/07/21 15h,3.2,132,31,74,46,19
2017/07/21 16h,3,128,30,78,56,28
2017/07/21 17h,1.9,167,30,78,67,40
2017/07/21 18h,2.2,144,29,81,65,38
2017/07/21 19h,1.7,145,29,84,59,29
2017/07/21 20h,1.5,112,29,84,46,21
2017/07/21 21h,0.6,313,29,83,36,16
2017/07/21 22h,2.2,73,28,88,40,21
2017/07/21 23h,3,38,28,91,48,29
2017/07/22 0h,3.1,49,27,93,53,25
2017/07/22 1h,3.2,53,27,91,46,21
2017/07/22 2h,3,50,27,90,42,18
2017/07/22 3h,2.5,49,27,89,46,20
2017/07/22 4h,2.6,51,27,89,46,21
2017/07/22 5h,2.5,51,27,88,44,21
2017/07/22 6h,3.8,42,27,87,39,20
2017/07/22 7h,3.7,69,27,87,42,17
2017/07/22 8h,4.4,50,28,85,41,13
2017/07/22 9h,4.3,50,29,83,29,6
2017/07/22 10h,4.3,53,29,82,27,2
2017/07/22 11h,5.1,49,30,82,29,1
2017/07/22 12h,3.7,50,30,81,30,4
2017/07/22 13h,4.1,51,30,81,28,8
2017/07/22 14h,4.5,50,30,82,26,9
2017/07/22 15h,3.4,47,30,82,25,7
2017/07/22 16h,3,51,29,84,23,5
2017/07/22 17h,3.8,46,29,86,24,4
2017/07/22 18h,2.9,50,29,89,23,7
2017/07/22 19h,3.4,51,28,91,22,6
2017/07/22 20h,3.5,50,28,92,19,6
2017/07/22 21h,4.1,50,28,91,14,1
2017/07/22 22h,3.7,49,28,91,14,1
2017/07/22 23h,3.4,51,28,91,14,1
2017/07/23 0h,3.3,49,28,91,15,1
2017/07/23 1h,3,47,28,90,18,1
2017/07/23 2h,3.2,54,28,90,21,1
2017/07/23 3h,3.1,55,27,91,17,1
2017/07/23 4h,3,50,27,91,12,1
2017/07/23 5h,3.6,47,27,90,18,2
2017/07/23 6h,4,52,27,88,18,2
2017/07/23 7h,3.3,47,28,87,22,1
2017/07/23 8h,3.9,38,28,86,30,2
2017/07/23 9h,3.6,39,28,85,29,5
2017/07/23 10h,3.9,48,29,82,28,8
2017/07/23 11h,3,41,30,79,25,5
2017/07/23 12h,2.8,60,31,77,21,2
2017/07/23 13h,2.7,60,31,77,24,2
2017/07/23 14h,3.1,53,31,77,23,1
2017/07/23 15h,3.6,49,30,81,18,1
2017/07/23 16h,2.7,53,30,83,18,1
2017/07/23 17h,3.7,42,29,87,14,2
2017/07/23 18h,2,43,28,91,13,3
2017/07/23 19h,1.1,42,28,91,21,6
2017/07/23 20h,0.8,277,28,92,24,5
2017/07/23 21h,1.1,283,28,93,26,6
2017/07/23 22h,1.2,34,28,93,25,11
2017/07/23 23h,0.9,32,27,93,23,10
2017/07/24 0h,0.9,266,27,94,26,6
2017/07/24 1h,0.8,243,27,94,25,5
2017/07/24 2h,1,246,27,94,23,5
2017/07/24 3h,0.9,266,27,93,25,8
2017/07/24 4h,1,238,27,93,25,7
2017/07/24 5h,1.2,202,27,94,28,8
2017/07/24 6h,0.8,222,27,93,35,12
2017/07/24 7h,1.1,222,28,89,35,11
2017/07/24 8h,1.3,85,29,85,43,12
2017/07/24 9h,2.2,177,29,84,47,16
2017/07/24 10h,2.8,165,30,84,43,17
2017/07/24 11h,2.5,172,30,80,0,24
2017/07/24 12h,2.4,180,31,75,70,33
2017/07/24 13h,3.1,190,30,80,67,30
2017/07/24 14h,2.4,178,31,77,53,24
2017/07/24 15h,4.3,191,31,75,42,17
2017/07/24 16h,4.5,193,31,74,41,12
2017/07/24 17h,3.7,198,30,76,43,14
2017/07/24 18h,4,191,30,76,37,10
2017/07/24 19h,4.1,189,29,79,25,6
2017/07/24 20h,3.5,194,29,80,21,3
2017/07/24 21h,1.8,151,29,82,23,2
2017/07/24 22h,2.6,189,28,85,27,5
2017/07/24 23h,2.8,188,28,86,25,4
2017/07/25 0h,2.6,188,28,87,21,5
2017/07/25 1h,2.7,186,28,89,21,2
2017/07/25 2h,2.3,179,28,90,24,4
2017/07/25 3h,2.3,190,28,91,29,7
2017/07/25 4h,2.8,195,28,92,32,7
2017/07/25 5h,2,203,27,92,33,10
2017/07/25 6h,2.7,189,28,91,33,8
2017/07/25 7h,2.6,176,29,88,37,11
2017/07/25 8h,2.4,214,29,87,37,13
2017/07/25 9h,2.3,169,30,83,43,16
2017/07/25 10h,2.4,179,30,83,48,19
2017/07/25 11h,1.9,177,30,84,49,22
2017/07/25 12h,2.4,177,30,81,58,25
2017/07/25 13h,2.3,164,30,80,61,27
2017/07/25 14h,2.9,191,30,82,0,16
2017/07/25 15h,2.8,194,30,83,47,6
2017/07/25 16h,2.3,183,30,81,34,7
2017/07/25 17h,2.8,188,30,79,32,7
2017/07/25 18h,2.5,183,30,78,31,8
2017/07/25 19h,1.4,152,30,78,28,5
2017/07/25 20h,0.7,350,29,77,24,3
2017/07/25 21h,0.6,192,29,79,25,3
2017/07/25 22h,1.2,170,28,85,30,7
2017/07/25 23h,1.3,158,28,88,31,9
2017/07/26 0h,0.7,168,28,89,23,10
2017/07/26 1h,0.5,310,28,90,23,13
2017/07/26 2h,0.8,182,27,90,29,11
2017/07/26 3h,1.4,296,27,91,27,6
2017/07/26 4h,1.1,308,27,82,36,9
2017/07/26 5h,2,32,26,85,43,15
2017/07/26 6h,1.6,40,27,84,43,21
2017/07/26 7h,1.2,65,29,81,49,21
2017/07/26 8h,1.6,60,30,73,49,19
2017/07/26 9h,1.8,56,30,73,47,18
2017/07/26 10h,1.9,49,31,66,0,2
2017/07/26 11h,1.5,66,31,63,46,28
2017/07/26 12h,1.7,84,32,60,47,29
2017/07/26 13h,2.4,136,32,63,48,29
2017/07/26 14h,2.2,182,31,67,47,26
2017/07/26 15h,1.9,180,30,71,48,27
2017/07/26 16h,1.7,190,31,71,47,24
2017/07/26 17h,43,19,43,19,48,21
2017/07/26 18h,43,19,43,19,46,20
2017/07/26 19h,43,19,43,19,45,19
2017/07/26 20h,2.6,96,29,83,48,25
2017/07/26 21h,1.8,129,29,82,46,28
2017/07/26 22h,1.9,149,28,85,42,21
2017/07/26 23h,43,19,43,19,31,10
2017/07/27 0h,43,19,43,19,21,4
2017/07/27 1h,43,19,43,19,18,3
2017/07/27 2h,43,19,43,19,21,10
2017/07/27 3h,43,19,43,19,32,17
2017/07/27 4h,43,19,43,19,42,19
2017/07/27 5h,43,19,43,19,40,17
2017/07/27 6h,43,19,43,19,40,22
2017/07/27 7h,43,19,43,19,45,28
2017/07/27 8h,3,40,28,86,48,25
2017/07/27 9h,2.6,51,28,85,46,23
2017/07/27 10h,2.6,50,30,79,43,19
2017/07/27 11h,2.9,46,30,75,40,12
2017/07/27 12h,2.2,62,30,73,32,10
2017/07/27 13h,2.8,47,31,73,32,9
2017/07/27 14h,2.4,94,30,75,22,11
2017/07/27 15h,2.8,94,30,76,29,14
2017/07/27 16h,2.3,87,30,77,38,18
2017/07/27 17h,2,106,30,80,33,15
2017/07/27 18h,2.7,54,29,83,27,15
2017/07/27 19h,2.5,51,29,85,24,11
2017/07/27 20h,1.6,43,28,88,18,9
2017/07/27 21h,1.5,78,28,89,15,8
2017/07/27 22h,2.1,117,27,92,21,9
2017/07/27 23h,1.9,63,27,92,29,11
2017/07/28 0h,2,40,27,92,29,11
2017/07/28 1h,1.8,44,27,92,27,9
2017/07/28 2h,1.8,48,27,92,28,11
2017/07/28 3h,2.1,52,27,91,28,11
2017/07/28 4h,2.1,54,27,92,28,10
2017/07/28 5h,3,41,27,91,29,11
2017/07/28 6h,3.9,33,27,90,35,13
2017/07/28 7h,3.6,42,28,86,34,16
2017/07/28 8h,3.5,39,28,83,40,18
2017/07/28 9h,4.6,44,29,79,45,18
2017/07/28 10h,4,54,29,78,37,13
2017/07/28 11h,4,45,30,74,29,11
2017/07/28 12h,3.8,59,31,72,25,15
2017/07/28 13h,4.6,49,31,75,29,14
2017/07/28 14h,4.3,52,31,78,32,11
2017/07/28 15h,4.3,54,30,80,41,13
2017/07/28 16h,3.7,55,30,81,41,17
2017/07/28 17h,3.8,56,30,82,32,11
2017/07/28 18h,3.5,51,29,87,35,12
2017/07/28 19h,3.4,45,28,88,32,12
2017/07/28 20h,4.1,46,28,88,24,5
2017/07/28 21h,4,47,28,88,23,6
2017/07/28 22h,3.9,50,28,90,21,9
2017/07/28 23h,4.5,47,28,88,17,6
2017/07/29 0h,4.3,51,28,87,17,2
2017/07/29 1h,4.6,47,28,88,20,2
2017/07/29 2h,4.5,46,28,89,20,1
2017/07/29 3h,5.2,50,28,89,18,1
2017/07/29 4h,5,45,28,89,19,3
2017/07/29 5h,5.1,41,28,88,22,1
2017/07/29 6h,5.2,52,28,89,21,1
2017/07/29 7h,4.6,57,28,89,20,5
2017/07/29 8h,5.5,52,28,91,26,6
2017/07/29 9h,5.8,49,28,87,25,6
2017/07/29 10h,6.1,45,29,85,21,4
2017/07/29 11h,6.5,48,29,82,24,4
2017/07/29 12h,6.7,49,30,81,28,3
2017/07/29 13h,5.9,50,29,82,28,3
2017/07/29 14h,6.6,54,29,82,31,7
2017/07/29 15h,6.5,50,29,82,32,3
2017/07/29 16h,7.2,53,29,84,31,1
2017/07/29 17h,5.2,54,27,91,29,1
2017/07/29 18h,6.1,56,27,89,25,1
2017/07/29 19h,7,56,28,87,25,1
2017/07/29 20h,7.2,56,27,86,27,1
2017/07/29 21h,7.3,52,26,92,29,1
2017/07/29 22h,7.8,54,26,90,27,1
2017/07/29 23h,9.6,57,27,86,22,1
2017/07/30 0h,10,52,27,85,26,3
2017/07/30 1h,11,47,27,90,26,3
2017/07/30 2h,11,44,26,95,36,1
2017/07/30 3h,10,55,26,96,39,1
2017/07/30 4h,9.8,118,27,92,44,1
2017/07/30 5h,6.5,128,26,92,41,1
2017/07/30 6h,8.6,130,25,93,37,2
2017/07/30 7h,0,0,12,81,0,2
2017/07/30 8h2.2,59,19,94,31,14
2017/07/30 9h2.2,59,19,94,31,14
2017/07/30 10h2.2,59,19,94,31,14
2017/07/30 11h2.2,59,19,94,31,14
2017/07/30 12h2.2,59,19,94,31,14
2017/07/30 13h2.2,59,19,94,31,14
2017/07/30 14h2.2,59,19,94,31,14
2017/07/30 15h2.2,59,19,94,31,14
2017/07/30 16h2.2,59,19,94,31,14
2017/07/30 17h2.2,59,19,94,31,14
2017/07/30 18h2.2,59,19,94,31,14
2017/07/30 19h2.2,59,19,94,31,14
2017/07/30 20h2.2,59,19,94,31,14
2017/07/30 21h2.2,59,19,94,31,14
2017/07/30 22h2.2,59,19,94,31,14
2017/07/30 23h2.2,59,19,94,31,14
2017/08/01 0h2.2,59,19,94,31,14
2017/08/01 1h2.2,59,19,94,31,14
2017/08/01 2h2.2,59,19,94,31,14
2017/08/01 3h2.2,59,19,94,31,14
2017/08/01 4h2.2,59,19,94,31,14
2017/08/01 5h2.2,59,19,94,31,14
2017/08/01 6h2.2,59,19,94,31,14
2017/08/01 7h2.2,59,19,94,31,14
2017/08/01 8h2.2,59,19,94,31,14
2017/08/01 9h2.2,59,19,94,31,14
2017/08/01 10h2.2,59,19,94,31,14
2017/08/01 11h2.2,59,19,94,31,14
2017/08/01 12h2.2,59,19,94,31,14
2017/08/01 13h2.2,59,19,94,31,14
2017/08/01 14h,5.3,169,27,96,100,43
2017/08/01 15h,5.5,164,27,96,7,1
2017/08/01 16h,5.7,162,27,96,12,1
2017/08/01 17h,5.5,164,27,96,22,1
2017/08/01 18h,4,172,26,95,23,1
2017/08/01 19h,4.1,178,27,95,21,1
2017/08/01 20h,4,181,27,96,27,1
2017/08/01 21h,4.4,183,27,95,29,3
2017/08/01 22h,3.8,182,27,95,30,3
2017/08/01 23h,4.1,179,27,95,30,1
2017/08/02 0h,3.8,180,27,96,31,1
2017/08/02 1h,4,174,27,96,27,3
2017/08/02 2h,2.3,166,27,96,27,3
2017/08/02 3h,2.4,187,27,96,24,1
2017/08/02 4h,1.8,167,26,96,23,1
2017/08/02 5h,2.4,186,26,96,22,1
2017/08/02 6h,3.6,182,26,96,19,1
2017/08/02 7h,2.8,180,27,96,22,1
2017/08/02 8h,2.3,191,28,93,34,3
2017/08/02 9h,1.9,164,28,92,41,8
2017/08/02 10h,2.8,167,29,88,45,7
2017/08/02 11h,2.4,163,29,87,0,2
2017/08/02 12h,2.8,176,29,87,36,13
2017/08/02 13h,4.1,179,29,87,31,9
2017/08/02 14h,2.9,171,29,87,27,8
2017/08/02 15h,5,177,30,89,32,11
2017/08/02 16h,4.4,151,30,90,32,12
2017/08/02 17h,4.1,129,29,92,28,13
2017/08/02 18h,3.8,128,29,95,28,9
2017/08/02 19h,4.4,121,29,95,29,8
2017/08/02 20h,3.9,124,29,95,25,9
2017/08/02 21h,3.6,121,29,95,23,6
2017/08/02 22h,4.3,114,29,95,29,7
2017/08/02 23h,4.8,112,28,96,27,8
2017/08/03 0h,4.5,113,28,98,28,5
2017/08/03 1h,4.3,115,28,98,29,8
2017/08/03 2h,3.7,114,28,98,25,12
2017/08/03 3h,3.3,110,28,98,29,12
2017/08/03 4h,3.3,111,28,99,32,11
2017/08/03 5h,2.6,108,28,99,37,11
2017/08/03 6h,3.3,104,28,99,37,13
2017/08/03 7h,4.2,107,29,99,29,15
2017/08/03 8h,3.2,110,29,97,34,13
2017/08/03 9h,4.7,114,30,94,41,16
2017/08/03 10h,5,109,30,92,44,17
2017/08/03 11h,4.3,116,31,90,49,13
2017/08/03 12h,4.9,119,30,85,46,12
2017/08/03 13h,4.8,112,31,84,36,13
2017/08/03 14h,3.8,117,31,84,32,14
2017/08/03 15h,5,121,31,84,32,11
2017/08/03 16h,4.9,127,30,86,30,10
2017/08/03 17h,4.6,140,30,87,28,11
2017/08/03 18h,4.1,140,30,88,34,10
2017/08/03 19h,3.8,146,29,87,38,7
2017/08/03 20h,4.2,147,29,89,33,5
2017/08/03 21h,4.1,150,29,90,26,7
2017/08/03 22h,4.3,148,29,92,27,7
2017/08/03 23h,4.9,148,29,93,33,7
2017/08/04 0h,5.1,148,29,94,38,11
2017/08/04 1h,3.9,149,28,94,37,11
2017/08/04 2h,4.3,155,28,93,33,8
2017/08/04 3h,3.9,155,28,93,31,7
2017/08/04 4h,3.1,156,28,93,34,11
2017/08/04 5h,3.9,153,28,94,36,11
2017/08/04 6h,2.8,145,28,93,38,13
2017/08/04 7h,2.7,128,29,90,42,19
2017/08/04 8h,2.6,136,30,84,54,25
2017/08/04 9h,2.4,133,30,81,66,31
2017/08/04 10h,3.8,114,31,82,69,34
2017/08/04 11h,4.1,126,31,80,67,36
2017/08/04 12h,4.4,126,31,80,60,35
2017/08/04 13h,5.6,126,32,79,53,26
2017/08/04 14h,6.4,126,32,76,48,17
2017/08/04 15h,6.4,128,32,77,42,13
2017/08/04 16h,5.3,136,31,80,40,11
2017/08/04 17h,5.2,143,31,81,48,14
2017/08/04 18h,4.7,145,30,79,44,14
2017/08/04 19h,5.8,144,30,81,34,10
2017/08/04 20h,5.8,145,30,83,37,8
2017/08/04 21h,5.7,153,29,86,41,7
2017/08/04 22h,5.4,158,29,87,35,6
2017/08/04 23h,5.3,163,29,90,30,8
2017/08/05 0h,4.9,165,29,92,33,11
2017/08/05 1h,5.1,166,28,93,41,11
2017/08/05 2h,4.8,165,28,93,38,11
2017/08/05 3h,5,148,28,93,37,14
2017/08/05 4h,3.9,151,28,93,45,18
2017/08/05 5h,3,147,28,92,53,20
2017/08/05 6h,3.4,161,28,91,54,23
2017/08/05 7h,4,170,29,88,53,23
2017/08/05 8h,3.8,153,30,86,56,19
2017/08/05 9h,5.1,168,30,85,55,21
2017/08/05 10h,6.3,156,31,83,57,22
2017/08/05 11h,6.5,151,31,82,59,23
2017/08/05 12h,7.2,156,31,81,56,25
2017/08/05 13h,6.7,151,31,79,48,19
2017/08/05 14h,7,156,31,78,39,12
2017/08/05 15h,7.2,154,31,76,38,11
2017/08/05 16h,7.1,158,31,77,36,11
2017/08/05 17h,6.3,162,31,78,33,15
2017/08/05 18h,5.8,166,30,81,35,13
2017/08/05 19h,5.9,172,30,83,35,8
2017/08/05 20h,5.6,173,29,86,38,6
2017/08/05 21h,5.7,178,29,89,43,8
2017/08/05 22h,5.4,172,29,90,44,10
2017/08/05 23h,4.9,175,29,91,44,9
2017/08/06 0h,5,178,29,91,47,13
2017/08/06 1h,4.4,176,28,92,47,11
2017/08/06 2h,3.8,156,28,93,43,11
2017/08/06 3h,3.3,157,28,93,43,13
2017/08/06 4h,5.2,164,28,94,47,16
